Name,Fingerprint,Flags,IP,OrPort,ObservedBW,GuardClients,DirClients,Uptime,Longitude,Latitude)
BlackBeluga,00962D2DD0B9BF3A6AF1D5EB201132388ACA1424,MH,5.189.155.39,9001,1.159858,us:424|nl:160|de:96|ir:80|fi:32|ca:24|fr:24|gb:24|au:16|br:16|ch:16|es:16|in:16|it:16|jp:16|lt:16|ru:16|se:16|ae:8|ap:8|ar:8|at:8|az:8|bd:8|be:8|bg:8|cl:8|co:8|cz:8|dk:8|ec:8|et:8|ge:8|gr:8|hk:8|hu:8|id:8|ie:8|il:8|iq:8|kr:8|kz:8|lb:8|lv:8|ma:8|md:8|mm:8|mx:8|ni:8|no:8|np:8|nz:8|pa:8|pe:8|ph:8|pk:8|pl:8|pt:8|py:8|ro:8|sc:8|sd:8|sg:8|si:8|sk:8|sv:8|th:8|ua:8|vn:8|za:8,gb:80|us:32|de:24|ir:16|ae:8|at:8|au:8|az:8|bd:8|ca:8|ch:8|ec:8|es:8|fi:8|fr:8|id:8|il:8|in:8|it:8|kr:8|mx:8|ni:8|nl:8|pl:8|pt:8|ru:8|se:8|th:8|za:8,1484555,11.1617,49.405
0x616e6f6e,00985F710072780C50E59116B0328B8D2A085378,MGEH,79.110.62.244,443,15.861109,,de:48|us:32|id:24|ir:24|ca:16|in:16|ae:8|al:8|ar:8|au:8|az:8|bg:8|br:8|ec:8|es:8|fi:8|fr:8|gb:8|gr:8|hu:8|it:8|jp:8|kr:8|mg:8|mt:8|nl:8|pk:8|ru:8|tr:8|tw:8|ua:8|ve:8|vn:8,4654837,4.8913,52.364
mharelay,00B57BF614F7ED3051073B5D4526FF0B23AF217B,MGH,158.174.145.139,9001,29.490935,,us:2232|de:1720|in:688|id:400|fr:368|nl:368|gb:344|ru:344|ir:328|ca:280|it:240|fi:232|br:192|tr:176|ch:168|es:168|mx:160|vn:152|pk:144|jp:112|ua:112|au:104|lt:104|at:96|bd:96|cz:88|ph:88|pl:88|co:80|kr:72|ro:72|se:72|tw:72|il:64|ma:64|my:64|th:64|ar:56|be:56|kz:56|pt:56|ae:48|ec:48|pe:48|tn:48|gr:40|iq:40|sa:40|za:40|dz:32|ge:32|hk:32|hr:32|ie:32|is:32|lk:32|ng:32|rs:32|sg:32|ve:32|ap:24|bg:24|bo:24|cl:24|do:24|ee:24|eu:24|kw:24|lv:24|md:24|no:24|np:24|nz:24|si:24|sk:24|al:16|am:16|ba:16|ci:16|cy:16|dk:16|et:16|gt:16|hu:16|ke:16|kh:16|lb:16|lu:16|mz:16|om:16|qa:16|sr:16|sv:16|tz:16|ao:8|az:8|bb:8|bi:8|bj:8|bn:8|bs:8|bw:8|by:8|cd:8|cg:8|cm:8|cr:8|dm:8|eg:8|fj:8|ga:8|gg:8|gh:8|gp:8|gu:8|gy:8|hn:8|ht:8|im:8|jm:8|jo:8|kg:8|la:8|ls:8|ly:8|me:8|mg:8|mk:8|mm:8|mn:8|mo:8|mr:8|mu:8|mv:8|mw:8|na:8|nc:8|pa:8|pr:8|ps:8|py:8|rw:8|sd:8|sn:8|st:8|tg:8|tt:8|ug:8|uy:8|uz:8|ye:8,1674181,14.6269,63.1782
ARFNETRelay,00C2B794F74B8759D26786EE363009C9C59088F5,MGH,2.59.235.35,9001,13.924508,,us:120|de:104|fr:48|cz:32|id:32|in:32|ru:32|be:24|br:24|es:24|gb:24|il:24|ir:24|jp:24|ro:24|??:16|at:16|ca:16|it:16|kz:16|nl:16|tw:16|al:8|am:8|ao:8|ar:8|au:8|bd:8|by:8|ch:8|co:8|dk:8|ec:8|et:8|fi:8|gr:8|gt:8|hu:8|kr:8|mk:8|my:8|no:8|np:8|pe:8|ph:8|pk:8|pl:8|pt:8|re:8|rs:8|se:8|sg:8|sk:8|sr:8|sy:8|th:8|tn:8|tr:8|ua:8|uz:8|vn:8|za:8,388877,-1.1576,37.9418
l25,00C4B91374AC790CB2F3865D2F36F62DF27F0A0F,M,185.66.141.125,9001,0.471294,,,3384223,-88.7465,17.2528
effiorg1984,00CCE6A84E6D63A1A42E105839BC8ED5D4B16669,MGEH,89.236.112.100,443,7.999307,,us:16|de:8|id:8|in:8|ir:8|lc:8|ma:8|ph:8|rs:8|se:8|uz:8,1936777,25.7467,62.2406
tried,00D2CE3C2153EA09786F2105F26B138CF759424F,MGH,107.155.81.178,443,41.141762,,,2059416,-96.8704,32.8137
ChumBucket,00DA4A3852EA5EF6841B8B4372DB0EFD3AB0BE92,MGH,5.9.56.249,4080,50.516268,,,2333217,8.7046,50.6165
Quintex55,00DCAEAE3E54C32809E7F7CC4BF2A6FC68FC552F,MGEH,199.249.230.144,443,18.772399,,us:264|de:128|mx:40|br:32|fr:32|in:32|ir:32|tr:32|ca:24|gb:24|id:24|nl:24|pl:24|co:16|es:16|gr:16|hk:16|jp:16|lu:16|ru:16|th:16|tw:16|vn:16|ad:8|al:8|ar:8|at:8|au:8|ba:8|bd:8|be:8|bg:8|bo:8|ch:8|cl:8|dk:8|dz:8|et:8|fi:8|gh:8|hn:8|hu:8|ie:8|it:8|lk:8|mk:8|mn:8|my:8|no:8|pa:8|ph:8|pk:8|pt:8|sg:8|sn:8|sv:8|tn:8|ua:8|ve:8|za:8,3341423,-97.822,37.751
dragonhoard,00E1649E69FF91D7F01E74A5E62EF14F7D9915E4,MGH,116.203.50.182,8080,10.272339,,,2516453,6.6016,51.3413
overhoop,00E810DD83D1B76D12ED69BC2D3FEBD79F800378,MGH,51.222.31.141,443,21.34835,,ru:1008|us:712|de:320|in:256|id:184|fr:136|nl:120|gb:104|fi:96|es:88|ir:88|br:80|ca:72|tr:72|mx:64|it:56|vn:56|jp:48|lt:48|bd:40|ch:40|cz:40|pk:40|be:32|co:32|pe:32|pl:32|ua:32|ar:24|au:24|ec:24|ph:24|sa:24|sg:24|tn:24|tw:24|ve:24|al:16|at:16|cw:16|dz:16|eg:16|gr:16|gt:16|hu:16|il:16|ke:16|kh:16|kr:16|lk:16|ma:16|pt:16|se:16|th:16|za:16|ae:8|am:8|ap:8|az:8|bg:8|bo:8|by:8|cd:8|cl:8|cm:8|cn:8|cr:8|cu:8|do:8|ee:8|et:8|eu:8|ga:8|ge:8|hk:8|hr:8|ie:8|iq:8|jm:8|jo:8|kw:8|kz:8|lb:8|lu:8|lv:8|ly:8|md:8|mk:8|ml:8|my:8|mz:8|na:8|ng:8|ni:8|no:8|np:8|nz:8|om:8|pa:8|ps:8|qa:8|re:8|ro:8|rs:8|rw:8|si:8|sk:8|sr:8|sv:8|tl:8|tt:8|tz:8|ye:8|zm:8,478870,-73.5848,45.4995
IBDUUIBAD,00F1F247B391B84CB6C221720BCBFC0DFDB91117,MGH,81.169.180.28,9001,13.104966000000001,,us:776|de:304|ru:264|fr:200|in:200|id:128|gb:104|nl:88|pl:88|es:64|br:56|fi:56|it:56|tr:56|au:48|ca:48|ir:48|jp:48|mx:48|ch:40|cz:40|bd:32|pk:32|th:32|tw:32|ua:32|vn:32|ar:24|ge:24|hr:24|za:24|at:16|be:16|co:16|dz:16|ec:16|et:16|eu:16|hu:16|kh:16|kr:16|kz:16|ma:16|no:16|pe:16|ph:16|sa:16|se:16|tn:16|ae:8|al:8|am:8|ao:8|az:8|ba:8|bg:8|bo:8|ci:8|cl:8|cm:8|cn:8|cr:8|cy:8|dk:8|gh:8|gr:8|gt:8|gy:8|hk:8|hn:8|ie:8|il:8|iq:8|is:8|jm:8|jo:8|ke:8|kg:8|la:8|lk:8|lt:8|me:8|mk:8|mm:8|mn:8|mu:8|mv:8|my:8|mz:8|ne:8|ng:8|ni:8|np:8|nz:8|om:8|pa:8|ps:8|pt:8|qa:8|ro:8|rs:8|sg:8|si:8|sr:8|sv:8|sy:8|tz:8|ug:8|uy:8|ve:8,1285229,9.491,51.2993
papernecklace,010C315D4E7CA71687C0102C0CBF6F8FAD0F804D,MGH,45.94.209.109,443,22.834908,,us:1352|de:1176|in:376|ir:280|fr:240|nl:240|it:208|gb:184|id:144|ch:136|tr:136|ca:128|es:120|fi:112|mx:112|br:104|jp:88|vn:88|au:80|ru:80|bd:72|pk:72|th:72|ua:72|be:64|co:64|cz:64|lt:64|pl:56|pt:56|se:56|ar:48|ph:48|sg:48|tw:48|ge:40|hr:40|my:40|ro:40|kz:32|sa:32|at:24|ec:24|gr:24|hk:24|hu:24|il:24|ma:24|md:24|no:24|pe:24|sk:24|tn:24|za:24|ae:16|al:16|ap:16|bg:16|do:16|dz:16|ee:16|eu:16|gy:16|ie:16|iq:16|is:16|ke:16|kr:16|lb:16|lk:16|mk:16|mt:16|ng:16|ni:16|pa:16|qa:16|rs:16|ve:16|zw:16|am:8|ao:8|az:8|ba:8|bf:8|bo:8|by:8|ci:8|cl:8|cm:8|cn:8|cr:8|cy:8|eg:8|et:8|gh:8|gt:8|hn:8|jo:8|kg:8|kh:8|lu:8|lv:8|mg:8|ml:8|mm:8|mn:8|mq:8|mv:8|mw:8|mz:8|np:8|nz:8|om:8|pg:8|py:8|si:8|sn:8|sr:8|st:8|sy:8|tg:8|tz:8|ug:8|uy:8|uz:8|ye:8,2622054,9.491,51.2993
DigiGesTor1e1,0111BA9B604669E636FFD5B503F382A4B7AD6E80,MGEH,185.195.71.244,443,26.356353,,us:48|be:16|ch:16|gb:16|in:16|nl:16|tr:16|at:8|au:8|bo:8|br:8|ca:8|cy:8|de:8|dk:8|ec:8|es:8|fi:8|fr:8|ge:8|gt:8|hr:8|id:8|il:8|ir:8|it:8|jp:8|kr:8|md:8|mx:8|mz:8|pk:8|pl:8|pt:8|qa:8|ru:8|se:8|th:8|tw:8|uz:8|vn:8|za:8,1749732,8.1551,47.1449
motauri,01181B31BE5860C7D66DA88F88AD522C06470FD9,MEH,95.143.193.125,443,1.4803499999999998,,,3755530,17.1011,61.7134
gnat,011F3EC201B42C34B76A0E69F42B8D007AA4D585,MG,97.70.146.13,993,7.12192,,tm:536|de:56|us:40|fr:32|ru:32|sg:24|cz:16|es:16|in:16|ir:16|nl:16|ar:8|au:8|br:8|ca:8|ch:8|co:8|fi:8|gb:8|it:8|jo:8|kr:8|lk:8|mx:8|pk:8|th:8|tr:8,182,-83.5186,42.4736
bang1,0136696B025AC5503847D736FE9F3D65EB27A596,MG,134.209.159.74,443,8.15262,,us:408|de:312|fr:128|in:112|fi:88|it:72|ca:64|gb:64|nl:64|vn:56|lb:48|au:40|br:40|id:40|jp:40|ru:40|es:32|no:32|pl:32|at:24|bd:24|ie:24|kr:24|lt:24|ph:24|pk:24|ro:24|se:24|tr:24|za:24|ar:16|bg:16|cz:16|hk:16|hu:16|mx:16|pt:16|th:16|tw:16|ua:16|ve:16|al:8|am:8|ao:8|ap:8|be:8|bo:8|by:8|ch:8|co:8|cr:8|do:8|ec:8|et:8|fj:8|ge:8|gr:8|iq:8|kh:8|kw:8|kz:8|lv:8|ma:8|md:8|my:8|ng:8|om:8|pe:8|qa:8|rs:8|sg:8|tg:8|tn:8|uy:8|ye:8,266407,77.5855,12.9634
b0rken,013ABAED8F4CDB677BE0B5212E4B2583B86035EE,MGH,45.129.182.225,443,32.763278,,us:2456|de:1520|in:736|nl:512|fr:440|id:392|gb:360|ir:328|lt:312|it:216|vn:216|ca:208|es:208|au:200|br:192|fi:192|ru:176|tr:176|mx:168|pk:168|ua:160|jp:152|ch:144|se:104|ar:96|cz:96|kr:88|at:80|pl:80|ro:80|bd:72|be:72|za:72|co:64|no:64|tw:64|kz:56|my:56|ph:56|sg:56|th:56|ae:48|bg:48|dk:48|dz:48|hu:48|pt:48|gh:40|pe:40|sa:40|tn:40|al:32|ec:32|eu:32|ge:32|hk:32|hr:32|ie:32|lv:32|ma:32|np:32|rs:32|??:24|cl:24|ee:24|gr:24|il:24|iq:24|kh:24|lk:24|ng:24|am:16|bo:16|cn:16|cy:16|do:16|gt:16|is:16|jm:16|ke:16|lb:16|md:16|mk:16|ni:16|nz:16|pa:16|ps:16|si:16|sk:16|st:16|sv:16|uy:16|ve:16|zm:16|ad:8|ao:8|ap:8|az:8|ba:8|bf:8|bh:8|bn:8|by:8|ci:8|cm:8|cr:8|cv:8|cw:8|et:8|ga:8|gp:8|hn:8|jo:8|kg:8|la:8|lr:8|lu:8|ly:8|me:8|mm:8|mn:8|mr:8|mt:8|mu:8|mv:8|mw:8|ne:8|om:8|pf:8|pg:8|py:8|qa:8|rw:8|sd:8|sn:8|sr:8|sy:8|tg:8|tj:8|tt:8|tz:8|ug:8|uz:8|ye:8|zw:8,1040645,11.0191,49.4423
idideditheconfig,0147F80CD71BACAFAE92FCBCF48D8D1B6661B82C,MH,88.150.107.247,9001,1.0768389999999999,,de:8|fi:8|jp:8|nl:8|ru:8|ua:8|us:8,1123219,11.6259,52.134
insist,014BD09636373B78CC28BA70E36C7190E3DE236A,M,5.57.243.47,993,12.931072,,,2,14.8124,56.8746
marsmellow,014EE24BCBDA160F236B2547A4639B27E303A1E7,M,20.224.145.181,443,1.036288,,,64887,4.8975,52.3759
d0dak,016093EE4BAE9AF473FC0C811A9D10FDAA9CA34B,MH,62.65.106.163,443,1.238465,,cz:8|de:8|nl:8|us:8,972312,11.967,57.7065
lizzie01,0165267F20391424CE5AEA316A7C6372C0EEF198,MGEH,51.89.153.112,9001,58.779955,,us:104|de:64|gb:24|jp:24|br:16|es:16|fi:16|fr:16|in:16|sk:16|am:8|ar:8|au:8|bd:8|be:8|bo:8|co:8|cy:8|gr:8|id:8|ie:8|lb:8|lt:8|lv:8|ma:8|mu:8|mv:8|mx:8|my:8|nl:8|nz:8|ph:8|pk:8|pl:8|pt:8|rs:8|ru:8|sg:8|tr:8|ua:8|vn:8,2516902,-0.1196,51.5074
ForetNoire,016EF8E22BEEA81F30535974EC31B6943697CA8B,M,5.135.182.131,9001,3.170058,,de:8|fi:8|ru:8|us:8,194500,2.3387,48.8582
mikrogravitation01,01759BAA5DE5FA19E36FADAF7D9BC64C15573ABC,MGH,45.14.233.149,443,27.649398,,us:2152|de:1592|in:520|fr:416|nl:376|ca:320|gb:304|fi:296|ua:280|id:264|ir:264|it:192|br:184|pl:184|ru:176|mx:168|ch:160|vn:160|es:152|lt:152|au:128|ph:112|jp:104|cz:96|se:96|bd:88|ro:88|tr:88|kr:80|ar:72|at:72|ma:72|pk:72|pt:72|my:64|no:64|sg:64|th:64|be:56|co:56|tn:56|hu:48|il:48|jo:48|sa:48|ae:40|bg:40|gr:40|rs:40|cl:32|dz:32|ec:32|hk:32|hr:32|ie:32|ke:32|kz:32|pe:32|bo:24|do:24|eu:24|kh:24|lk:24|np:24|om:24|tw:24|ve:24|za:24|ad:16|al:16|am:16|ao:16|cw:16|dk:16|ee:16|et:16|ge:16|gt:16|iq:16|is:16|lu:16|lv:16|md:16|mm:16|ng:16|nz:16|pa:16|py:16|si:16|sk:16|sn:16|??:8|af:8|ap:8|az:8|ba:8|bj:8|bt:8|by:8|cd:8|cg:8|ci:8|cm:8|cr:8|cu:8|fj:8|gh:8|gi:8|gy:8|ht:8|kg:8|kw:8|la:8|lb:8|lc:8|li:8|ly:8|mg:8|mk:8|ml:8|mn:8|mu:8|mv:8|ni:8|ps:8|qa:8|rw:8|sd:8|sr:8|sv:8|sy:8|tz:8|uy:8|uz:8|ye:8|zm:8,2017848,9.491,51.2993
Bigdaddy,017B08CC163424CD6ABA4ADD4042B4174D494732,MGH,185.21.217.32,10042,43.967168,,,1504920,-0.1224,51.4964
raptor,017D97BB0F281C34972091C0792BF27198B674E5,MH,135.23.97.216,9001,1.08544,,gb:112|us:56|ir:32|de:24|ru:24|il:16|nl:16|ar:8|at:8|bd:8|bn:8|br:8|ca:8|ch:8|ci:8|cu:8|cz:8|es:8|fi:8|fr:8|ge:8|gh:8|id:8|in:8|it:8|jp:8|kr:8|li:8|md:8|mx:8|my:8|no:8|nz:8|pe:8|ph:8|pl:8|ro:8|sc:8|sg:8|ua:8|vn:8|za:8,328199,-79.4343,43.6653
LeftBehind1,019E20E352481BD45A3CE7D6691A10FB531850FB,MGH,36.55.201.94,443,11.110118,,eg:6128|jo:1648|ru:768|sa:680|tn:272|uz:232|jp:136|pl:120|us:104|id:88|sv:88|de:64|in:64|mx:48|bd:40|bo:40|co:40|pe:32|tr:32|??:24|br:24|ca:24|cu:24|dz:24|es:24|gb:24|gr:24|lk:24|pk:24|ua:24|ve:24|vn:24|ar:16|be:16|ch:16|ec:16|fr:16|ir:16|ma:16|nl:16|ph:16|se:16|th:16|za:16|ae:8|af:8|am:8|at:8|au:8|ba:8|bg:8|cd:8|ci:8|cl:8|cr:8|cz:8|do:8|ee:8|et:8|fi:8|ge:8|gh:8|gt:8|hr:8|hu:8|ie:8|il:8|iq:8|it:8|ke:8|kh:8|kr:8|kz:8|lb:8|lu:8|lv:8|md:8|mk:8|mm:8|my:8|na:8|nc:8|ng:8|ni:8|np:8|om:8|pa:8|ps:8|pt:8|py:8|qa:8|ro:8|rs:8|sd:8|sg:8|si:8|sk:8|sy:8|tg:8|tt:8|tw:8|tz:8|uy:8|ye:8|zw:8,843136,136.9825,36.8601
PyotrTorpotkinTwo,019FEB22CE04CBD0489B7F24BE038518B64FA223,MGH,142.44.243.133,9001,12.242657,,us:1512|de:744|in:384|nl:320|fr:256|gb:248|ru:248|id:224|it:192|fi:152|ca:144|es:136|ir:136|vn:128|ch:120|lt:120|au:112|br:112|jp:104|mx:88|tr:80|co:72|pl:72|pk:64|il:56|se:56|ua:56|cz:48|kr:48|my:48|th:48|at:40|bd:40|no:40|be:32|ec:32|lv:32|ma:32|ph:32|ro:32|tw:32|ar:24|dz:24|eu:24|hk:24|hu:24|iq:24|kz:24|nz:24|pe:24|pt:24|si:24|sk:24|za:24|ae:16|bg:16|cn:16|do:16|ee:16|ge:16|gr:16|ie:16|jo:16|ke:16|kg:16|pa:16|rs:16|sa:16|sg:16|tn:16|ve:16|??:8|al:8|am:8|ao:8|ap:8|ba:8|bh:8|bj:8|bo:8|bs:8|by:8|cl:8|dk:8|et:8|gh:8|gq:8|gt:8|hr:8|is:8|kh:8|kw:8|lb:8|lc:8|li:8|lk:8|lu:8|ly:8|md:8|mg:8|mk:8|mm:8|mn:8|mt:8|mu:8|mv:8|mz:8|nc:8|ng:8|np:8|om:8|ps:8|py:8|qa:8|rw:8|sc:8|sn:8|sv:8|tg:8|uy:8|ye:8|zm:8,1360964,-73.5848,45.4995
